year,geo_name,geo,diabetes,physical_inactivity
2015,Sherman County,05000US31163,0.096,0.327
2016,Sioux County,05000US31165,0.104,0.314
2015,Sioux County,05000US31165,0.082,0.273
2016,Stanton County,05000US31167,0.090,0.249
2015,Stanton County,05000US31167,0.093,0.284
2015,Thayer County,05000US31169,0.120,0.304
2016,Thayer County,05000US31169,0.110,0.301
2016,Thomas County,05000US31171,0.097,0.313
2015,Thomas County,05000US31171,0.094,0.319
2015,Thurston County,05000US31173,0.160,0.314
2016,Thurston County,05000US31173,0.140,0.304
2015,Valley County,05000US31175,0.105,0.262
2016,Valley County,05000US31175,0.111,0.258
2016,Washington County,05000US31177,0.084,0.216
2015,Washington County,05000US31177,0.084,0.221
2016,Wayne County,05000US31179,0.073,0.263
2015,Wayne County,05000US31179,0.071,0.263
2015,Webster County,05000US31181,0.102,0.349
2016,Webster County,05000US31181,0.107,0.330
2015,Wheeler County,05000US31183,0.096,0.291
2016,Wheeler County,05000US31183,0.107,0.286
2015,York County,05000US31185,0.086,0.252
2016,York County,05000US31185,0.084,0.247
2016,Churchill County,05000US32001,0.102,0.243
2015,Churchill County,05000US32001,0.099,0.246
2016,"Clark County, NV",05000US32003,0.106,0.217
2015,"Clark County, NV",05000US32003,0.087,0.217
2015,Douglas County,05000US32005,0.084,0.159
2016,Douglas County,05000US32005,0.103,0.160
2015,Elko County,05000US32007,0.081,0.201
2016,Elko County,05000US32007,0.084,0.209
2015,Esmeralda County,05000US32009,0.102,0.243
2016,Esmeralda County,05000US32009,0.148,0.239
2016,Eureka County,05000US32011,0.096,0.233
2015,Eureka County,05000US32011,0.085,0.233
2016,Humboldt County,05000US32013,0.087,0.205
2015,Humboldt County,05000US32013,0.071,0.202
2015,Lander County,05000US32015,0.079,0.208
2016,Lander County,05000US32015,0.094,0.223
2015,Lincoln County,05000US32017,0.089,0.223
2016,Lincoln County,05000US32017,0.102,0.217
2016,Lyon County,05000US32019,0.107,0.276
2015,Lyon County,05000US32019,0.096,0.248
2015,Mineral County,05000US32021,0.107,0.284
2016,Mineral County,05000US32021,0.135,0.266
2016,Nye County,05000US32023,0.135,0.294
2015,Nye County,05000US32023,0.104,0.283
2016,Pershing County,05000US32027,0.100,0.231
2015,Pershing County,05000US32027,0.088,0.208
2015,Storey County,05000US32029,0.093,0.239
2016,Storey County,05000US32029,0.110,0.239
2015,"Washoe County, NV",05000US32031,0.068,0.157
2016,"Washoe County, NV",05000US32031,0.086,0.161
2016,White Pine County,05000US32033,0.092,0.260
2015,White Pine County,05000US32033,0.087,0.239
2015,Carson City County,05000US32510,0.088,0.179
2016,Carson City County,05000US32510,0.105,0.174
2015,Belknap County,05000US33001,0.098,0.217
2016,Belknap County,05000US33001,0.103,0.223
2016,Carroll County,05000US33003,0.106,0.191
2015,Carroll County,05000US33003,0.099,0.201
2015,Cheshire County,05000US33005,0.088,0.198
2016,Cheshire County,05000US33005,0.091,0.201
2016,Coos County,05000US33007,0.115,0.259
2015,Coos County,05000US33007,0.115,0.274
2016,Grafton County,05000US33009,0.085,0.183
2015,Grafton County,05000US33009,0.087,0.179
2016,"Hillsborough County, NH",05000US33011,0.086,0.216
2015,"Hillsborough County, NH",05000US33011,0.090,0.212
2015,"Merrimack County, NH",05000US33013,0.084,0.196
2016,"Merrimack County, NH",05000US33013,0.085,0.197
2015,"Rockingham County, NH",05000US33015,0.086,0.192
2016,"Rockingham County, NH",05000US33015,0.084,0.196
2015,"Strafford County, NH",05000US33017,0.102,0.227
2016,"Strafford County, NH",05000US33017,0.083,0.227
2016,Sullivan County,05000US33019,0.096,0.228
2015,Sullivan County,05000US33019,0.091,0.238
2016,"Atlantic County, NJ",05000US34001,0.117,0.260
2015,"Atlantic County, NJ",05000US34001,0.101,0.255
2015,"Bergen County, NJ",05000US34003,0.072,0.225
2016,"Bergen County, NJ",05000US34003,0.090,0.233
2015,"Burlington County, NJ",05000US34005,0.097,0.242
2016,"Burlington County, NJ",05000US34005,0.091,0.235
2015,"Camden County, NJ",05000US34007,0.097,0.269
2016,"Camden County, NJ",05000US34007,0.100,0.273
2016,Cape May County,05000US34009,0.105,0.232
2015,Cape May County,05000US34009,0.112,0.234
2015,"Cumberland County, NJ",05000US34011,0.118,0.291
2016,"Cumberland County, NJ",05000US34011,0.115,0.277
2016,"Essex County, NJ",05000US34013,0.117,0.269
2015,"Essex County, NJ",05000US34013,0.098,0.271
2016,"Gloucester County, NJ",05000US34015,0.092,0.253
2015,"Gloucester County, NJ",05000US34015,0.107,0.256
2015,"Hudson County, NJ",05000US34017,0.076,0.256
2016,"Hudson County, NJ",05000US34017,0.100,0.250
2016,"Hunterdon County, NJ",05000US34019,0.082,0.179
2015,"Hunterdon County, NJ",05000US34019,0.066,0.181
2015,"Mercer County, NJ",05000US34021,0.096,0.228
2016,"Mercer County, NJ",05000US34021,0.092,0.224
2015,"Middlesex County, NJ",05000US34023,0.088,0.247
2016,"Middlesex County, NJ",05000US34023,0.094,0.244
2016,"Monmouth County, NJ",05000US34025,0.089,0.199
2015,"Monmouth County, NJ",05000US34025,0.087,0.204
2016,"Morris County, NJ",05000US34027,0.084,0.199
2015,"Morris County, NJ",05000US34027,0.079,0.197
2016,"Ocean County, NJ",05000US34029,0.105,0.267
2015,"Ocean County, NJ",05000US34029,0.112,0.269
2016,"Passaic County, NJ",05000US34031,0.106,0.245
2015,"Passaic County, NJ",05000US34031,0.088,0.248
2015,Salem County,05000US34033,0.116,0.275
2016,Salem County,05000US34033,0.108,0.278
2016,"Somerset County, NJ",05000US34035,0.089,0.204
2015,"Somerset County, NJ",05000US34035,0.078,0.211
2016,"Sussex County, NJ",05000US34037,0.081,0.249
2015,"Sussex County, NJ",05000US34037,0.085,0.242
2016,"Union County, NJ",05000US34039,0.100,0.251
2015,"Union County, NJ",05000US34039,0.087,0.258
2015,"Warren County, NJ",05000US34041,0.091,0.244
2016,"Warren County, NJ",05000US34041,0.090,0.241
2016,"Bernalillo County, NM",05000US35001,0.098,0.169
2015,"Bernalillo County, NM",05000US35001,0.063,0.165
2016,Catron County,05000US35003,0.140,0.240
2015,Catron County,05000US35003,0.100,0.266
2016,Chaves County,05000US35005,0.108,0.258
2015,Chaves County,05000US35005,0.108,0.263
2015,Cibola County,05000US35006,0.130,0.253
2016,Cibola County,05000US35006,0.139,0.263
2015,Colfax County,05000US35007,0.094,0.221
2016,Colfax County,05000US35007,0.132,0.246
2016,Curry County,05000US35009,0.087,0.284
2015,Curry County,05000US35009,0.089,0.259
2016,De Baca County,05000US35011,0.135,0.286
2015,De Baca County,05000US35011,0.095,0.295
2016,"Do̱a Ana County, NM",05000US35013,0.117,0.202
2015,"Do̱a Ana County, NM",05000US35013,0.076,0.193
2015,Eddy County,05000US35015,0.105,0.255
2016,Eddy County,05000US35015,0.101,0.244
2016,Grant County,05000US35017,0.124,0.222
2015,Grant County,05000US35017,0.084,0.211
2015,Guadalupe County,05000US35019,0.080,0.228
2016,Guadalupe County,05000US35019,0.135,0.227
2016,Harding County,05000US35021,0.146,0.303
2015,Harding County,05000US35021,0.106,0.278
2016,Hidalgo County,05000US35023,0.130,0.269
2015,Hidalgo County,05000US35023,0.088,0.243
2016,Lea County,05000US35025,0.094,0.330
2015,Lea County,05000US35025,0.083,0.339
2016,Lincoln County,05000US35027,0.121,0.248
2015,Lincoln County,05000US35027,0.088,0.241
2016,Los Alamos County,05000US35028,0.076,0.145
2015,Los Alamos County,05000US35028,0.071,0.149
2015,Luna County,05000US35029,0.096,0.232
2016,Luna County,05000US35029,0.146,0.253
2016,McKinley County,05000US35031,0.143,0.231
2015,McKinley County,05000US35031,0.134,0.230
2016,Mora County,05000US35033,0.193,0.255
2015,Mora County,05000US35033,0.101,0.227
2015,Otero County,05000US35035,0.096,0.227
2016,Otero County,05000US35035,0.103,0.232
2015,Quay County,05000US35037,0.094,0.277
2016,Quay County,05000US35037,0.134,0.282
2015,Rio Arriba County,05000US35039,0.090,0.216
2016,Rio Arriba County,05000US35039,0.141,0.218
2015,Roosevelt County,05000US35041,0.083,0.265
2016,Roosevelt County,05000US35041,0.093,0.251
2015,"Sandoval County, NM",05000US35043,0.079,0.187
2016,"Sandoval County, NM",05000US35043,0.101,0.185
2015,"San Juan County, NM",05000US35045,0.095,0.232
2016,"San Juan County, NM",05000US35045,0.109,0.243
2015,San Miguel County,05000US35047,0.091,0.192
2016,San Miguel County,05000US35047,0.153,0.195
2016,"Santa Fe County, NM",05000US35049,0.096,0.120
2015,"Santa Fe County, NM",05000US35049,0.051,0.119
2016,Sierra County,05000US35051,0.135,0.241
2015,Sierra County,05000US35051,0.107,0.251
2015,Socorro County,05000US35053,0.085,0.209
2016,Socorro County,05000US35053,0.136,0.234
2016,Taos County,05000US35055,0.138,0.160
2015,Taos County,05000US35055,0.075,0.141
2015,Torrance County,05000US35057,0.095,0.257
2016,Torrance County,05000US35057,0.128,0.254
2016,Union County,05000US35059,0.113,0.269
2015,Union County,05000US35059,0.076,0.272
2016,Valencia County,05000US35061,0.119,0.236
2015,Valencia County,05000US35061,0.088,0.231
2015,"Albany County, NY",05000US36001,0.097,0.223
2016,"Albany County, NY",05000US36001,0.086,0.220
2015,Allegany County,05000US36003,0.109,0.236
2016,Allegany County,05000US36003,0.089,0.224
2016,"Bronx County, NY",05000US36005,0.147,0.292
2015,"Bronx County, NY",05000US36005,0.104,0.285
2016,"Broome County, NY",05000US36007,0.091,0.243
2015,"Broome County, NY",05000US36007,0.105,0.211
2015,Cattaraugus County,05000US36009,0.112,0.289
2016,Cattaraugus County,05000US36009,0.097,0.279
2015,Cayuga County,05000US36011,0.105,0.222
2016,Cayuga County,05000US36011,0.088,0.225
2015,"Chautauqua County, NY",05000US36013,0.098,0.265
2016,"Chautauqua County, NY",05000US36013,0.099,0.261
2016,Chemung County,05000US36015,0.092,0.246
2015,Chemung County,05000US36015,0.107,0.248
2016,Chenango County,05000US36017,0.097,0.272
2015,Chenango County,05000US36017,0.109,0.267
2016,Clinton County,05000US36019,0.085,0.268
2015,Clinton County,05000US36019,0.093,0.259
2015,Columbia County,05000US36021,0.102,0.222
2016,Columbia County,05000US36021,0.097,0.248
2015,Cortland County,05000US36023,0.087,0.224
2016,Cortland County,05000US36023,0.078,0.213
2016,Delaware County,05000US36025,0.100,0.250
2015,Delaware County,05000US36025,0.105,0.279
2016,"Dutchess County, NY",05000US36027,0.088,0.210
2015,"Dutchess County, NY",05000US36027,0.099,0.207
2016,"Erie County, NY",05000US36029,0.095,0.227
2015,"Erie County, NY",05000US36029,0.098,0.228
2015,Essex County,05000US36031,0.105,0.241
2016,Essex County,05000US36031,0.094,0.273
2016,Franklin County,05000US36033,0.094,0.258
2015,Franklin County,05000US36033,0.107,0.264
2015,Fulton County,05000US36035,0.114,0.234
2016,Fulton County,05000US36035,0.094,0.247
2015,Genesee County,05000US36037,0.104,0.239
2016,Genesee County,05000US36037,0.088,0.258
2016,Greene County,05000US36039,0.094,0.253
2015,Greene County,05000US36039,0.096,0.271
2015,Hamilton County,05000US36041,0.121,0.242
2016,Hamilton County,05000US36041,0.103,0.252
2015,Herkimer County,05000US36043,0.103,0.242
2016,Herkimer County,05000US36043,0.094,0.229
2015,"Jefferson County, NY",05000US36045,0.092,0.263
2016,"Jefferson County, NY",05000US36045,0.076,0.266
2016,"Kings County, NY",05000US36047,0.110,0.255
2015,"Kings County, NY",05000US36047,0.102,0.253
2015,Lewis County,05000US36049,0.116,0.245
2016,Lewis County,05000US36049,0.089,0.224
2016,Livingston County,05000US36051,0.085,0.236
2015,Livingston County,05000US36051,0.105,0.224
2015,Madison County,05000US36053,0.091,0.230
2016,Madison County,05000US36053,0.082,0.257
2015,"Monroe County, NY",05000US36055,0.095,0.212
2016,"Monroe County, NY",05000US36055,0.091,0.214
2016,Montgomery County,05000US36057,0.098,0.212
2015,Montgomery County,05000US36057,0.092,0.234
2016,"Nassau County, NY",05000US36059,0.088,0.258
2015,"Nassau County, NY",05000US36059,0.083,0.230
2015,"New York County, NY",05000US36061,0.068,0.160
2016,"New York County, NY",05000US36061,0.089,0.176
2015,"Niagara County, NY",05000US36063,0.115,0.237
2016,"Niagara County, NY",05000US36063,0.092,0.218
2016,"Oneida County, NY",05000US36065,0.094,0.284
2015,"Oneida County, NY",05000US36065,0.092,0.276
2015,"Onondaga County, NY",05000US36067,0.104,0.244
2016,"Onondaga County, NY",05000US36067,0.086,0.246
2016,"Ontario County, NY",05000US36069,0.085,0.174
2015,"Ontario County, NY",05000US36069,0.090,0.182
2016,"Orange County, NY",05000US36071,0.090,0.240
2015,"Orange County, NY",05000US36071,0.103,0.245
2016,Orleans County,05000US36073,0.093,0.243
2015,Orleans County,05000US36073,0.110,0.268
2016,"Oswego County, NY",05000US36075,0.088,0.268
2015,"Oswego County, NY",05000US36075,0.098,0.269
2015,Otsego County,05000US36077,0.095,0.229
2016,Otsego County,05000US36077,0.088,0.205
2015,"Putnam County, NY",05000US36079,0.087,0.223
2016,"Putnam County, NY",05000US36079,0.081,0.220
2015,"Queens County, NY",05000US36081,0.099,0.271
2016,"Queens County, NY",05000US36081,0.105,0.281
2015,"Rensselaer County, NY",05000US36083,0.094,0.224
2016,"Rensselaer County, NY",05000US36083,0.083,0.231
2015,"Richmond County, NY",05000US36085,0.102,0.275
2016,"Richmond County, NY",05000US36085,0.094,0.314
2015,"Rockland County, NY",05000US36087,0.103,0.236
2016,"Rockland County, NY",05000US36087,0.099,0.244
2016,"St. Lawrence County, NY",05000US36089,0.088,0.246
2015,"St. Lawrence County, NY",05000US36089,0.113,0.259
2015,"Saratoga County, NY",05000US36091,0.086,0.228
2016,"Saratoga County, NY",05000US36091,0.079,0.228
2016,"Schenectady County, NY",05000US36093,0.089,0.229
2015,"Schenectady County, NY",05000US36093,0.123,0.242
2015,Schoharie County,05000US36095,0.093,0.245
2016,Schoharie County,05000US36095,0.091,0.257
2016,Schuyler County,05000US36097,0.094,0.271
2015,Schuyler County,05000US36097,0.100,0.274
2015,Seneca County,05000US36099,0.093,0.259
2016,Seneca County,05000US36099,0.090,0.253
2015,"Steuben County, NY",05000US36101,0.104,0.209
2016,"Steuben County, NY",05000US36101,0.094,0.233
2015,"Suffolk County, NY",05000US36103,0.075,0.217
2016,"Suffolk County, NY",05000US36103,0.090,0.219
2016,Sullivan County,05000US36105,0.105,0.228
2015,Sullivan County,05000US36105,0.106,0.240
2016,Tioga County,05000US36107,0.090,0.266
2015,Tioga County,05000US36107,0.106,0.259
2015,"Tompkins County, NY",05000US36109,0.081,0.244
2016,"Tompkins County, NY",05000US36109,0.069,0.253
2015,"Ulster County, NY",05000US36111,0.103,0.187
2016,"Ulster County, NY",05000US36111,0.091,0.192
2015,Warren County,05000US36113,0.100,0.195
2016,Warren County,05000US36113,0.090,0.210
2015,Washington County,05000US36115,0.102,0.246
2016,Washington County,05000US36115,0.089,0.241
2016,Wayne County,05000US36117,0.091,0.263
2015,Wayne County,05000US36117,0.096,0.232
2016,"Westchester County, NY",05000US36119,0.095,0.197
2015,"Westchester County, NY",05000US36119,0.082,0.192
2015,Wyoming County,05000US36121,0.093,0.254
2016,Wyoming County,05000US36121,0.085,0.243
2016,Yates County,05000US36123,0.096,0.237
2015,Yates County,05000US36123,0.095,0.239
2016,"Alamance County, NC",05000US37001,0.110,0.256
2015,"Alamance County, NC",05000US37001,0.122,0.257
2015,Alexander County,05000US37003,0.106,0.234
2016,Alexander County,05000US37003,0.105,0.260
2016,Alleghany County,05000US37005,0.124,0.326
2015,Alleghany County,05000US37005,0.113,0.315
2015,Anson County,05000US37007,0.136,0.285
2016,Anson County,05000US37007,0.144,0.301
2015,Ashe County,05000US37009,0.100,0.275
2016,Ashe County,05000US37009,0.115,0.268
2016,Avery County,05000US37011,0.106,0.244
2015,Avery County,05000US37011,0.101,0.257
2015,Beaufort County,05000US37013,0.132,0.291
2016,Beaufort County,05000US37013,0.132,0.293
2015,Bertie County,05000US37015,0.144,0.311
2016,Bertie County,05000US37015,0.167,0.327
2015,Bladen County,05000US37017,0.149,0.331
2016,Bladen County,05000US37017,0.150,0.326
2015,"Brunswick County, NC",05000US37019,0.113,0.220
2016,"Brunswick County, NC",05000US37019,0.120,0.205
2016,"Buncombe County, NC",05000US37021,0.098,0.205
2015,"Buncombe County, NC",05000US37021,0.100,0.218
2015,Burke County,05000US37023,0.128,0.292
2016,Burke County,05000US37023,0.109,0.303
2016,"Cabarrus County, NC",05000US37025,0.091,0.236
2015,"Cabarrus County, NC",05000US37025,0.096,0.238
2015,Caldwell County,05000US37027,0.128,0.262
2016,Caldwell County,05000US37027,0.107,0.280
2016,Camden County,05000US37029,0.092,0.240
2015,Camden County,05000US37029,0.112,0.248
2015,Carteret County,05000US37031,0.114,0.297
2016,Carteret County,05000US37031,0.105,0.260
2015,Caswell County,05000US37033,0.133,0.295
2016,Caswell County,05000US37033,0.137,0.319
2016,"Catawba County, NC",05000US37035,0.102,0.300
2015,"Catawba County, NC",05000US37035,0.114,0.295
2015,Chatham County,05000US37037,0.105,0.226
2016,Chatham County,05000US37037,0.118,0.225
2016,Cherokee County,05000US37039,0.123,0.296
2015,Cherokee County,05000US37039,0.136,0.312
2015,Chowan County,05000US37041,0.142,0.290
2016,Chowan County,05000US37041,0.146,0.281
2016,Clay County,05000US37043,0.128,0.316
2015,Clay County,05000US37043,0.112,0.293
2015,"Cleveland County, NC",05000US37045,0.125,0.301
2016,"Cleveland County, NC",05000US37045,0.114,0.304
2015,Columbus County,05000US37047,0.137,0.280
2016,Columbus County,05000US37047,0.138,0.282
2015,"Craven County, NC",05000US37049,0.108,0.276
2016,"Craven County, NC",05000US37049,0.102,0.287
2016,"Cumberland County, NC",05000US37051,0.108,0.269
2015,"Cumberland County, NC",05000US37051,0.111,0.283
2016,Currituck County,05000US37053,0.094,0.245
2015,Currituck County,05000US37053,0.108,0.255
2016,Dare County,05000US37055,0.095,0.269
2015,Dare County,05000US37055,0.094,0.249
2015,"Davidson County, NC",05000US37057,0.112,0.325
2016,"Davidson County, NC",05000US37057,0.104,0.313
2015,Davie County,05000US37059,0.117,0.256
2016,Davie County,05000US37059,0.102,0.267
2015,Duplin County,05000US37061,0.133,0.306
2016,Duplin County,05000US37061,0.143,0.322
2016,"Durham County, NC",05000US37063,0.098,0.209
2015,"Durham County, NC",05000US37063,0.092,0.201
2016,Edgecombe County,05000US37065,0.160,0.330
2015,Edgecombe County,05000US37065,0.154,0.303
2016,"Forsyth County, NC",05000US37067,0.114,0.243
2015,"Forsyth County, NC",05000US37067,0.101,0.217
2016,Franklin County,05000US37069,0.116,0.286
2015,Franklin County,05000US37069,0.112,0.281
2016,"Gaston County, NC",05000US37071,0.107,0.296
2015,"Gaston County, NC",05000US37071,0.138,0.291
2016,Gates County,05000US37073,0.130,0.312
2015,Gates County,05000US37073,0.128,0.296
2015,Graham County,05000US37075,0.121,0.250
2016,Graham County,05000US37075,0.114,0.263
2016,Granville County,05000US37077,0.114,0.288
2015,Granville County,05000US37077,0.122,0.259
2016,Greene County,05000US37079,0.131,0.289
2015,Greene County,05000US37079,0.122,0.275
2016,"Guilford County, NC",05000US37081,0.106,0.228
2015,"Guilford County, NC",05000US37081,0.098,0.220
2015,Halifax County,05000US37083,0.152,0.346
2016,Halifax County,05000US37083,0.158,0.348
2016,"Harnett County, NC",05000US37085,0.099,0.284
2015,"Harnett County, NC",05000US37085,0.101,0.268
2016,Haywood County,05000US37087,0.107,0.239
2015,Haywood County,05000US37087,0.110,0.235
2016,"Henderson County, NC",05000US37089,0.107,0.243
2015,"Henderson County, NC",05000US37089,0.106,0.231
2016,Hertford County,05000US37091,0.156,0.326
2015,Hertford County,05000US37091,0.141,0.334
2015,Hoke County,05000US37093,0.120,0.300
2016,Hoke County,05000US37093,0.111,0.298
2015,Hyde County,05000US37095,0.121,0.270
2016,Hyde County,05000US37095,0.124,0.289
2015,"Iredell County, NC",05000US37097,0.092,0.239
2016,"Iredell County, NC",05000US37097,0.097,0.229
2016,Jackson County,05000US37099,0.099,0.277
2015,Jackson County,05000US37099,0.134,0.268
2016,"Johnston County, NC",05000US37101,0.102,0.241
2015,"Johnston County, NC",05000US37101,0.129,0.267
2015,Jones County,05000US37103,0.160,0.301
2016,Jones County,05000US37103,0.138,0.285
2016,Lee County,05000US37105,0.112,0.247
2015,Lee County,05000US37105,0.115,0.239
2015,Lenoir County,05000US37107,0.151,0.341
2016,Lenoir County,05000US37107,0.146,0.326
2015,Lincoln County,05000US37109,0.107,0.278
2016,Lincoln County,05000US37109,0.097,0.279
2016,McDowell County,05000US37111,0.109,0.305
2015,McDowell County,05000US37111,0.139,0.304
2016,Macon County,05000US37113,0.122,0.276
2015,Macon County,05000US37113,0.103,0.233
2016,Madison County,05000US37115,0.101,0.278
2015,Madison County,05000US37115,0.113,0.272
2015,Martin County,05000US37117,0.155,0.325
2016,Martin County,05000US37117,0.151,0.315
2015,"Mecklenburg County, NC",05000US37119,0.086,0.203
2016,"Mecklenburg County, NC",05000US37119,0.094,0.206
2015,Mitchell County,05000US37121,0.126,0.309
2016,Mitchell County,05000US37121,0.111,0.298
2016,Montgomery County,05000US37123,0.128,0.280
2015,Montgomery County,05000US37123,0.135,0.274
2015,Moore County,05000US37125,0.123,0.266
2016,Moore County,05000US37125,0.110,0.244
2016,Nash County,05000US37127,0.129,0.307
2015,Nash County,05000US37127,0.123,0.321
2016,"New Hanover County, NC",05000US37129,0.094,0.210
2015,"New Hanover County, NC",05000US37129,0.093,0.199
2015,Northampton County,05000US37131,0.151,0.344
2016,Northampton County,05000US37131,0.178,0.336
2015,"Onslow County, NC",05000US37133,0.084,0.239
2016,"Onslow County, NC",05000US37133,0.068,0.225
2016,"Orange County, NC",05000US37135,0.082,0.151
2015,"Orange County, NC",05000US37135,0.073,0.158
2016,Pamlico County,05000US37137,0.129,0.270
2015,Pamlico County,05000US37137,0.144,0.273
2015,Pasquotank County,05000US37139,0.141,0.282
2016,Pasquotank County,05000US37139,0.113,0.277
2016,Pender County,05000US37141,0.111,0.263
2015,Pender County,05000US37141,0.124,0.248
2016,Perquimans County,05000US37143,0.136,0.264
2015,Perquimans County,05000US37143,0.146,0.265
2016,Person County,05000US37145,0.123,0.273
2015,Person County,05000US37145,0.125,0.290
2016,"Pitt County, NC",05000US37147,0.100,0.255
2015,"Pitt County, NC",05000US37147,0.089,0.245
2016,Polk County,05000US37149,0.113,0.264
2015,Polk County,05000US37149,0.110,0.264
2016,"Randolph County, NC",05000US37151,0.107,0.308
2015,"Randolph County, NC",05000US37151,0.112,0.293
2016,Richmond County,05000US37153,0.127,0.321
2015,Richmond County,05000US37153,0.126,0.330
2015,"Robeson County, NC",05000US37155,0.156,0.348
2016,"Robeson County, NC",05000US37155,0.163,0.340
2015,Rockingham County,05000US37157,0.136,0.333
2016,Rockingham County,05000US37157,0.120,0.312
2015,"Rowan County, NC",05000US37159,0.128,0.302
2016,"Rowan County, NC",05000US37159,0.110,0.305
2016,Rutherford County,05000US37161,0.120,0.291
2015,Rutherford County,05000US37161,0.127,0.266
2015,Sampson County,05000US37163,0.122,0.294
2016,Sampson County,05000US37163,0.135,0.320
2016,Scotland County,05000US37165,0.149,0.265
2015,Scotland County,05000US37165,0.149,0.280
2016,Stanly County,05000US37167,0.103,0.324
2015,Stanly County,05000US37167,0.117,0.328
2015,Stokes County,05000US37169,0.113,0.284
2016,Stokes County,05000US37169,0.104,0.313
2016,Surry County,05000US37171,0.114,0.317
2015,Surry County,05000US37171,0.137,0.306
2015,Swain County,05000US37173,0.163,0.289
2016,Swain County,05000US37173,0.124,0.289
2015,Transylvania County,05000US37175,0.103,0.212
2016,Transylvania County,05000US37175,0.112,0.227
2016,Tyrrell County,05000US37177,0.138,0.273
2015,Tyrrell County,05000US37177,0.133,0.273
2015,"Union County, NC",05000US37179,0.085,0.194
2016,"Union County, NC",05000US37179,0.086,0.187
2015,Vance County,05000US37181,0.141,0.319
2016,Vance County,05000US37181,0.145,0.326
2015,"Wake County, NC",05000US37183,0.073,0.181
2016,"Wake County, NC",05000US37183,0.080,0.183
2015,Warren County,05000US37185,0.153,0.300
2016,Warren County,05000US37185,0.165,0.299
2016,Washington County,05000US37187,0.162,0.291
2015,Washington County,05000US37187,0.146,0.294
2015,Watauga County,05000US37189,0.097,0.217
2016,Watauga County,05000US37189,0.083,0.219
2016,"Wayne County, NC",05000US37191,0.120,0.265
2015,"Wayne County, NC",05000US37191,0.121,0.278
2015,Wilkes County,05000US37193,0.123,0.327
2016,Wilkes County,05000US37193,0.118,0.293
2016,Wilson County,05000US37195,0.133,0.313
2015,Wilson County,05000US37195,0.130,0.302
2015,Yadkin County,05000US37197,0.097,0.282
2016,Yadkin County,05000US37197,0.106,0.258
2015,Yancey County,05000US37199,0.116,0.260
2016,Yancey County,05000US37199,0.111,0.247
2015,Adams County,05000US38001,0.116,0.263
2016,Adams County,05000US38001,0.102,0.323
2015,Barnes County,05000US38003,0.078,0.263
2016,Barnes County,05000US38003,0.088,0.250
2016,Benson County,05000US38005,0.141,0.323
2015,Benson County,05000US38005,0.105,0.333
2016,Billings County,05000US38007,0.084,0.317
2015,Billings County,05000US38007,0.091,0.302
2016,Bottineau County,05000US38009,0.095,0.275
2015,Bottineau County,05000US38009,0.093,0.272
2016,Bowman County,05000US38011,0.086,0.303
2015,Bowman County,05000US38011,0.103,0.266
2016,Burke County,05000US38013,0.096,0.312
2015,Burke County,05000US38013,0.094,0.316
2016,Burleigh County,05000US38015,0.068,0.210
2015,Burleigh County,05000US38015,0.078,0.199
2015,"Cass County, ND",05000US38017,0.072,0.209
2016,"Cass County, ND",05000US38017,0.065,0.206
2015,Cavalier County,05000US38019,0.104,0.265
2016,Cavalier County,05000US38019,0.101,0.296
2015,Dickey County,05000US38021,0.106,0.265
2016,Dickey County,05000US38021,0.091,0.264
2016,Divide County,05000US38023,0.096,0.355
2015,Divide County,05000US38023,0.099,0.347
2015,Dunn County,05000US38025,0.100,0.351
2016,Dunn County,05000US38025,0.086,0.364
2016,Eddy County,05000US38027,0.115,0.290
2015,Eddy County,05000US38027,0.101,0.291
2015,Emmons County,05000US38029,0.114,0.348
2016,Emmons County,05000US38029,0.111,0.368
2016,Foster County,05000US38031,0.095,0.337
2015,Foster County,05000US38031,0.104,0.335
2016,Golden Valley County,05000US38033,0.098,0.325
2015,Golden Valley County,05000US38033,0.091,0.329
2016,Grand Forks County,05000US38035,0.070,0.221
2015,Grand Forks County,05000US38035,0.062,0.213
2015,Grant County,05000US38037,0.111,0.305
2016,Grant County,05000US38037,0.114,0.323
2016,Griggs County,05000US38039,0.100,0.304
2015,Griggs County,05000US38039,0.112,0.286
2016,Hettinger County,05000US38041,0.092,0.301
2015,Hettinger County,05000US38041,0.099,0.256
2016,Kidder County,05000US38043,0.097,0.289
2015,Kidder County,05000US38043,0.103,0.294
2015,LaMoure County,05000US38045,0.111,0.292
2016,LaMoure County,05000US38045,0.100,0.287
2015,Logan County,05000US38047,0.115,0.312
2016,Logan County,05000US38047,0.105,0.293
2015,McHenry County,05000US38049,0.088,0.311
2016,McHenry County,05000US38049,0.094,0.288
2015,McIntosh County,05000US38051,0.109,0.333
2016,McIntosh County,05000US38051,0.113,0.323
2016,McKenzie County,05000US38053,0.081,0.319
2015,McKenzie County,05000US38053,0.091,0.286
2015,McLean County,05000US38055,0.106,0.283
2016,McLean County,05000US38055,0.105,0.287
2015,Mercer County,05000US38057,0.092,0.263
2016,Mercer County,05000US38057,0.094,0.256
2016,Morton County,05000US38059,0.076,0.261
2015,Morton County,05000US38059,0.076,0.256
2016,Mountrail County,05000US38061,0.095,0.341
2015,Mountrail County,05000US38061,0.096,0.316
2016,Nelson County,05000US38063,0.107,0.278
2015,Nelson County,05000US38063,0.106,0.300
